"muni_idx","cve_ent","cve_mun","nomgeo"
1569,"20","067","Oaxaca de Juárez"
1570,"20","068","Ocotlán de Morelos"
1571,"20","073","Putla Villa de Guerrero"
1572,"20","085","San Agustín Loxicha"
1573,"20","088","San Andrés Cabecera Nueva"
1574,"20","483","Santiago Suchilquitongo"
1575,"20","486","Villa Tejúpam de la Unión"
1576,"20","093","San Andrés Lagunas"
1577,"20","113","San Baltazar Loxicha"
1578,"20","487","Santiago Tenango"
1579,"20","488","Santiago Tepetlapa"
1580,"20","496","Santiago Xiacuí"
1581,"20","509","Santo Domingo de Morelos"
1582,"20","557","Unión Hidalgo"
1583,"20","560","Villa Díaz Ordaz"
1584,"20","038","Villa Hidalgo Yalálag"
1585,"20","238","Heroico San Martín de los Cansecos"
1586,"21","180","Tlahuapan"
1587,"21","080","Atlequizayan"
1588,"21","087","Jolalpan"
1589,"21","088","Jonotla"
1590,"21","081","Ixcamilpa de Guerrero"
1591,"21","083","Ixtacamaxtitlán"
1592,"21","197","Xicotepec"
1593,"21","193","Tzicatlacoyan"
1594,"21","192","Tuzamapan de Galeana"
1595,"21","215","Zongozotla"
1596,"21","191","Tulcingo"
1597,"21","216","Zoquiapan"
1598,"21","199","Xiutetelco"
1599,"21","198","Xicotlán"
1600,"21","178","Tlacuilotepec"
1601,"21","105","Ocotepec"
1602,"21","132","San Martín Texmelucan"
1603,"21","143","San Salvador el Verde"
1604,"21","176","Tilapa"
1605,"21","174","Teziutlán"
1606,"21","171","Tepeyahualco de Cuauhtémoc"
1607,"21","103","Nicolás Bravo"
1608,"21","102","Nealtican"
1609,"21","142","San Salvador el Seco"
1610,"21","101","Nauzontla"
1611,"21","100","Naupan"
1612,"21","099","Cañada Morelos"
1613,"21","098","Molcaxac"
1614,"21","001","Acajete"
1615,"21","182","Tlanepantla"
1616,"21","201","Xochiltepec"
1617,"21","110","Palmar de Bravo"
1618,"21","109","Pahuatlán"
1619,"21","067","Guadalupe Victoria"
1620,"21","147","Santa Inés Ahuatempan"
1621,"21","204","Yaonáhuac"
1622,"21","108","Oriental"
1623,"21","066","Guadalupe"
1624,"21","167","Tepetzintla"
1625,"21","166","Tepeojuma"
1626,"21","065","General Felipe Ángeles"
1627,"21","181","Tlaltenango"
1628,"21","064","Francisco Z. Mena"
1629,"21","148","Santa Isabel Cholula"
1630,"21","063","Esperanza"
1631,"21","217","Zoquitlán"
1632,"21","207","Zacapoaxtla"
1633,"21","214","Zinacatepec"
1634,"21","059","Chinantla"
1635,"21","058","Chilchotla"
1636,"21","057","Honey"
1637,"21","056","Chila de la Sal"
1638,"21","107","Olintla"
1639,"21","106","Ocoyucan"
1640,"21","055","Chila"
1641,"21","200","Xochiapulco"
1642,"21","051","Chietla"
1643,"21","050","Chichiquila"
1644,"21","096","Mazapiltepec de Juárez"
1645,"21","095","La Magdalena Tlatlauquitepec"
1646,"21","094","Libres"
1647,"21","093","Lafragua"
1648,"21","092","Juan N. Méndez"
1649,"21","091","Juan Galindo"
1650,"21","208","Zacatlán"
1651,"21","090","Juan C. Bonilla"
1652,"21","037","Coyotepec"
1653,"21","035","Coxcatlán"
1654,"21","034","Coronango"
1655,"21","033","Cohuecan"
1656,"21","032","Cohetzala"
1657,"21","031","Coatzingo"
1658,"21","030","Coatepec"
1659,"21","029","Caxhuacan"
1660,"21","028","Camocuautla"
1661,"21","020","Atoyatempan"
1662,"21","077","Hueytlalpan"
1663,"21","074","Huejotzingo"
1664,"21","022","Atzitzihuacán"
1665,"21","025","Ayotoxco de Guerrero"
1666,"21","177","Tlacotepec de Benito Juárez"
1667,"21","075","Hueyapan"
1668,"21","078","Huitzilan de Serdán"
1669,"21","079","Huitziltepec"
1670,"21","187","Tlaxco"
1671,"21","188","Tochimilco"
1672,"21","189","Tochtepec"
1673,"21","190","Totoltepec de Guerrero"
1674,"21","194","Venustiano Carranza"
1675,"21","184","Tlapacoya"
1676,"21","185","Tlapanalá"
1677,"21","082","Ixcaquixtla"
1678,"21","085","Izúcar de Matamoros"
1679,"21","104","Nopalucan"
1680,"21","122","San Felipe Teotlalcingo"
1681,"21","123","San Felipe Tepatlán"
1682,"21","012","Aljojuca"
1683,"21","013","Altepexi"
1684,"21","007","Ahuatlán"
1685,"21","011","Albino Zertuche"
1686,"21","018","Atexcal"
1687,"21","054","Chignautla"
1688,"21","127","San Jerónimo Xayacatlán"
1689,"21","129","San José Miahuatlán"
1690,"21","130","San Juan Atenco"
1691,"21","213","Zihuateutla"
1692,"21","124","San Gabriel Chilac"
1693,"21","169","Tepexi de Rodríguez"
1694,"21","159","Teopantlán"
1695,"21","156","Tehuacán"
1696,"21","155","Tecomatlán"
1697,"21","154","Tecamachalco"
1698,"21","172","Tetela de Ocampo"
1699,"21","179","Tlachichuca"
1700,"21","153","Tecali de Herrera"
1701,"21","151","Santo Tomás Hueyotlipan"
1702,"21","121","San Diego la Mesa Tochimiltzingo"
1703,"21","202","Xochitlán de Vicente Suárez"
1704,"21","203","Xochitlán Todos Santos"
1705,"21","073","Huehuetlán el Chico"
1706,"21","097","Mixtla"
1707,"21","036","Coyomeapan"
1708,"21","044","Cuyoaco"
1709,"21","060","Domingo Arenas"
1710,"21","061","Eloxochitlán"
1711,"21","062","Epatlán"
1712,"21","068","Hermenegildo Galeana"
1713,"21","072","Huehuetla"
1714,"21","160","Teotlalco"
1715,"21","161","Tepanco de López"
1716,"21","024","Axutla"
1717,"21","186","Tlatlauquitepec"
1718,"21","170","Tepeyahualco"
1719,"21","196","Xayacatlán de Bravo"
1720,"21","117","Rafael Lara Grajales"
1721,"21","017","Atempan"
1722,"21","019","Atlixco"
1723,"21","173","Teteles de Ávila Castillo"
1724,"21","175","Tianguismanalco"
1725,"21","052","Chigmecatitlán"
1726,"21","069","Huaquechula"
1727,"21","168","Tepexco"
1728,"21","157","Tehuitzingo"
1729,"21","162","Tepango de Rodríguez"
1730,"21","209","Zapotitlán"
1731,"21","118","Los Reyes de Juárez"
1732,"21","119","San Andrés Cholula"
1733,"21","120","San Antonio Cañada"
1734,"21","125","San Gregorio Atzompa"
1735,"21","126","San Jerónimo Tecuanipan"
1736,"21","128","San José Chiapa"
1737,"21","158","Tenampulco"
1738,"21","053","Chignahuapan"
1739,"21","002","Acateno"
1740,"21","003","Acatlán"
1741,"21","004","Acatzingo"
1742,"21","005","Acteopan"
1743,"21","006","Ahuacatlán"
1744,"21","008","Ahuazotepec"
1745,"21","133","San Martín Totoltepec"
1746,"21","134","San Matías Tlalancaleca"
1747,"21","135","San Miguel Ixitlán"
1748,"21","137","San Nicolás Buenos Aires"
1749,"21","138","San Nicolás de los Ranchos"
1750,"21","139","San Pablo Anicano"
1751,"21","140","San Pedro Cholula"
1752,"21","141","San Pedro Yeloixtlahuaca"
1753,"21","205","Yehualtepec"
1754,"21","023","Atzitzintla"
1755,"21","116","Quimixtlán"
1756,"21","115","Quecholac"
1757,"21","114","Puebla"
1758,"21","144","San Salvador Huixcolotla"
1759,"21","145","San Sebastián Tlacotepec"
1760,"21","146","Santa Catarina Tlaltempan"
1761,"21","149","Santiago Miahuatlán"
1762,"21","150","Huehuetlán el Grande"
1763,"21","010","Ajalpan"
1764,"21","014","Amixtlán"
1765,"21","015","Amozoc"
1766,"21","016","Aquixtla"
1767,"21","021","Atzala"
1768,"21","026","Calpan"
1769,"21","027","Caltepec"
1770,"21","165","Tepemaxalco"
1771,"21","152","Soltepec"
1772,"21","206","Zacapala"
1773,"21","211","Zaragoza"
1774,"21","212","Zautla"
1775,"21","163","Tepatlaxco de Hidalgo"
1776,"21","049","Chiconcuautla"
1777,"21","048","Chiautzingo"
1778,"21","047","Chiautla"
1779,"21","195","Vicente Guerrero"
1780,"21","164","Tepeaca"
1781,"21","046","Chapulco"
1782,"21","210","Zapotitlán de Méndez"
1783,"21","136","San Miguel Xoxtla"
1784,"21","045","Chalchicomula de Sesma"
1785,"21","043","Cuetzalan del Progreso"
1786,"21","084","Ixtepec"
1787,"21","086","Jalpan"
1788,"21","042","Cuayuca de Andrade"
1789,"21","113","Piaxtla"
1790,"21","131","San Juan Atzompa"
1791,"21","089","Jopala"
1792,"21","041","Cuautlancingo"
1793,"21","040","Cuautinchán"
1794,"21","039","Cuautempan"
1795,"21","038","Cuapiaxtla de Madero"
1796,"21","112","Petlalcingo"
1797,"21","009","Ahuehuetitla"
1798,"21","076","Hueytamalco"
1799,"21","183","Tlaola"
1800,"21","071","Huauchinango"
1801,"21","070","Huatlatlauca"
1802,"21","111","Pantepec"
1803,"22","002","Pinal de Amoles"
1804,"22","010","Landa de Matamoros"
1805,"22","006","Corregidora"
1806,"22","003","Arroyo Seco"
1807,"22","011","El Marqués"
1808,"22","012","Pedro Escobedo"
1809,"22","015","San Joaquín"
1810,"22","016","San Juan del Río"
1811,"22","017","Tequisquiapan"
1812,"22","018","Tolimán"
1813,"22","007","Ezequiel Montes"
1814,"22","001","Amealco de Bonfil"
1815,"22","014","Querétaro"
1816,"22","005","Colón"
1817,"22","004","Cadereyta de Montes"
1818,"22","013","Peñamiller"
1819,"22","008","Huimilpan"
1820,"22","009","Jalpan de Serra"
1821,"23","001","Cozumel"
1822,"23","003","Isla Mujeres"
1823,"23","002","Felipe Carrillo Puerto"
1824,"23","005","Benito Juárez"
1825,"23","004","Othón P. Blanco"
1826,"23","011","Puerto Morelos"
1827,"23","008","Solidaridad"
1828,"23","010","Bacalar"
1829,"23","007","Lázaro Cárdenas"
1830,"23","006","José María Morelos"
1831,"23","009","Tulum"
1832,"24","050","Villa de Reyes"
1833,"24","052","Villa Juárez"
1834,"24","053","Axtla de Terrazas"
1835,"24","054","Xilitla"
1836,"24","055","Zaragoza"
1837,"24","048","Villa de la Paz"
1838,"24","015","Charcas"
1839,"24","013","Ciudad Valles"
1840,"24","009","Cerro de San Pedro"
1841,"24","043","Tierra Nueva"
1842,"24","042","Tanquián de Escobedo"
1843,"24","012","Tancanhuitz"
1844,"24","011","Ciudad Fernández"
1845,"24","010","Ciudad del Maíz"
1846,"24","008","Cerritos"
1847,"24","007","Cedral"
1848,"24","035","Soledad de Graciano Sánchez"
1849,"24","041","Tanlajás"
1850,"24","040","Tamuín"
1851,"24","039","Tampamolón Corona"
1852,"24","038","Tampacán"
1853,"24","037","Tamazunchale"
1854,"24","036","Tamasopo"
1855,"24","006","Catorce"
1856,"24","028","San Luis Potosí"
1857,"24","031","Santa Catarina"
1858,"24","030","San Nicolás Tolentino"
1859,"24","029","San Martín Chalchicuautla"
1860,"24","026","San Antonio"
1861,"24","005","Cárdenas"
1862,"24","024","Rioverde"
1863,"24","023","Rayón"
1864,"24","022","Moctezuma"
1865,"24","021","Mexquitic de Carmona"
1866,"24","017","Guadalcázar"
1867,"24","016","Ebano"
1868,"24","014","Coxcatlán"
1869,"24","033","Santo Domingo"
1870,"24","001","Ahualulco del Sonido 13"
1871,"24","057","Matlapa"
1872,"24","051","Villa Hidalgo"
1873,"24","058","El Naranjo"
1874,"24","032","Santa María del Río"
1875,"24","027","San Ciro de Acosta"
1876,"24","025","Salinas"
1877,"24","056","Villa de Arista"
1878,"24","047","Villa de Guadalupe"
1879,"24","059","Villa de Pozos"
1880,"24","034","San Vicente Tancuayalab"
1881,"24","002","Alaquines"
1882,"24","003","Aquismón"
1883,"24","004","Armadillo de los Infante"
1884,"24","046","Villa de Arriaga"
1885,"24","018","Huehuetlán"
1886,"24","019","Lagunillas"
1887,"24","020","Matehuala"
1888,"24","044","Vanegas"
1889,"24","045","Venado"
1890,"24","049","Villa de Ramos"
1891,"25","010","El Fuerte"
1892,"25","008","Elota"
1893,"25","016","San Ignacio"
1894,"25","018","Navolato"
1895,"25","003","Badiraguato"
1896,"25","014","Rosario"
1897,"25","001","Ahome"
1898,"25","002","Angostura"
1899,"25","020","Juan José Ríos"
1900,"25","019","Eldorado"
1901,"25","009","Escuinapa"
1902,"25","004","Concordia"
1903,"25","005","Cosalá"
1904,"25","012","Mazatlán"
1905,"25","007","Choix"
1906,"25","013","Mocorito"
1907,"25","015","Salvador Alvarado"
1908,"25","006","Culiacán"
1909,"25","017","Sinaloa"
1910,"25","011","Guasave"
1911,"26","066","Ures"
1912,"26","038","Moctezuma"
1913,"26","033","Huatabampo"
1914,"26","056","San Miguel de Horcasitas"
1915,"26","031","Huachinera"
1916,"26","032","Huásabas"
1917,"26","070","General Plutarco Elías Calles"
1918,"26","064","Trincheras"
1919,"26","062","Suaqui Grande"
1920,"26","052","Sahuaripa"
1921,"26","051","Rosario"
1922,"26","037","Mazatán"
1923,"26","021","La Colorada"
1924,"26","041","Nacozari de García"
1925,"26","043","Nogales"
1926,"26","034","Huépac"
1927,"26","016","Benjamín Hill"
1928,"26","014","Baviácora"
1929,"26","015","Bavispe"
1930,"26","069","Yécora"
1931,"26","009","Bacanora"
1932,"26","029","Guaymas"
1933,"26","002","Agua Prieta"
1934,"26","057","San Pedro de la Cueva"
1935,"26","055","San Luis Río Colorado"
1936,"26","024","Divisaderos"
1937,"26","023","Cumpas"
1938,"26","001","Aconchi"
1939,"26","003","Álamos"
1940,"26","030","Hermosillo"
1941,"26","022","Cucurpe"
1942,"26","025","Empalme"
1943,"26","027","Fronteras"
1944,"26","005","Arivechi"
1945,"26","006","Arizpe"
1946,"26","035","Imuris"
1947,"26","068","Villa Pesqueira"
1948,"26","046","Oquitoa"
1949,"26","026","Etchojoa"
1950,"26","049","Quiriego"
1951,"26","071","Benito Juárez"
1952,"26","004","Altar"
1953,"26","063","Tepache"
1954,"26","028","Granados"
1955,"26","048","Puerto Peñasco"
1956,"26","017","Caborca"
1957,"26","012","Bácum"
1958,"26","044","Ónavas"
1959,"26","036","Magdalena"
1960,"26","013","Banámichi"
1961,"26","010","Bacerac"
1962,"26","050","Rayón"
1963,"26","072","San Ignacio Río Muerto"
1964,"26","061","Soyopa"
1965,"26","011","Bacoachi"
1966,"26","018","Cajeme"
1967,"26","047","Pitiquito"
1968,"26","019","Cananea"
1969,"26","020","Carbó"
1970,"26","053","San Felipe de Jesús"
1971,"26","042","Navojoa"
1972,"26","008","Bacadéhuachi"
1973,"26","060","Sáric"
1974,"26","039","Naco"
1975,"26","059","Santa Cruz"
1976,"26","040","Nácori Chico"
1977,"26","067","Villa Hidalgo"
1978,"26","065","Tubutama"
1979,"26","007","Atil"
1980,"26","045","Opodepe"
1981,"26","054","San Javier"
1982,"26","058","Santa Ana"
1983,"27","006","Cunduacán"
1984,"27","001","Balancán"
1985,"27","016","Teapa"
1986,"27","015","Tacotalpa"
1987,"27","014","Paraíso"
1988,"27","012","Macuspana"
1989,"27","002","Cárdenas"
1990,"27","003","Centla"
1991,"27","004","Centro"
1992,"27","005","Comalcalco"
1993,"27","007","Emiliano Zapata"
1994,"27","008","Huimanguillo"
1995,"27","009","Jalapa"
1996,"27","010","Jalpa de Méndez"
1997,"27","011","Jonuta"
1998,"27","013","Nacajuca"
1999,"27","017","Tenosique"
2000,"28","003","Altamira"
2001,"28","041","Victoria"
2002,"28","010","Cruillas"
2003,"28","024","Mier"
2004,"28","015","Gustavo Díaz Ordaz"
2005,"28","025","Miguel Alemán"
2006,"28","040","Valle Hermoso"
2007,"28","023","Méndez"
2008,"28","031","Palmillas"
2009,"28","039","Tula"
2010,"28","038","Tampico"
2011,"28","037","Soto la Marina"
2012,"28","007","Camargo"
2013,"28","005","Burgos"
2014,"28","032","Reynosa"
2015,"28","033","Río Bravo"
2016,"28","029","Ocampo"
2017,"28","030","Padilla"
2018,"28","034","San Carlos"
2019,"28","035","San Fernando"
2020,"28","022","Matamoros"
2021,"28","036","San Nicolás"
2022,"28","028","Nuevo Morelos"
2023,"28","021","El Mante"
2024,"28","011","Gómez Farías"
2025,"28","012","González"
2026,"28","027","Nuevo Laredo"
2027,"28","013","Güémez"
2028,"28","004","Antiguo Morelos"
2029,"28","006","Bustamante"
2030,"28","016","Hidalgo"
2031,"28","019","Llera"
2032,"28","017","Jaumave"
2033,"28","020","Mainero"
2034,"28","008","Casas"
2035,"28","043","Xicoténcatl"
2036,"28","042","Villagrán"
2037,"28","014","Guerrero"
2038,"28","009","Ciudad Madero"
2039,"28","026","Miquihuana"
2040,"28","001","Abasolo"
2041,"28","002","Aldama"
2042,"28","018","Jiménez"
2043,"29","019","Tepetitla de Lardizábal"
2044,"29","045","Benito Juárez"
2045,"29","047","Lázaro Cárdenas"
2046,"29","033","Tlaxcala"
2047,"29","059","Santa Cruz Quilehtla"
2048,"29","004","Atltzayanca"
2049,"29","054","San Lorenzo Axocomanitla"
2050,"29","042","Xicohtzinco"
2051,"29","044","Zacatelco"
2052,"29","053","San Juan Huactzinco"
2053,"29","008","Cuapiaxtla"
2054,"29","029","Tepeyanco"
2055,"29","046","Emiliano Zapata"
2056,"29","025","San Pablo del Monte"
2057,"29","058","Santa Catarina Ayometla"
2058,"29","014","Hueyotlipan"
2059,"29","028","Teolocholco"
2060,"29","040","Xaltocan"
2061,"29","060","Santa Isabel Xiloxoxtla"
2062,"29","015","Ixtacuixtla de Mariano Matamoros"
2063,"29","057","Santa Apolonia Teacalco"
2064,"29","056","Santa Ana Nopalucan"
2065,"29","051","San Jerónimo Zacualpan"
2066,"29","041","Papalotla de Xicohténcatl"
2067,"29","038","Tzompantepec"
2068,"29","023","Natívitas"
2069,"29","020","Sanctórum de Lázaro Cárdenas"
2070,"29","017","Mazatecochco de José María Morelos"
2071,"29","022","Acuamanala de Miguel Hidalgo"
2072,"29","001","Amaxac de Guerrero"
2073,"29","006","Calpulalpan"
2074,"29","016","Ixtenco"
2075,"29","049","San Damián Texóloc"
2076,"29","043","Yauhquemehcan"
2077,"29","013","Huamantla"
2078,"29","002","Apetatitlán de Antonio Carvajal"
2079,"29","005","Apizaco"
2080,"29","018","Contla de Juan Cuamatzi"
2081,"29","003","Atlangatepec"
2082,"29","011","Muñoz de Domingo Arenas"
2083,"29","009","Cuaxomulco"
2084,"29","010","Chiautempan"
2085,"29","007","El Carmen Tequexquitla"
2086,"29","021","Nanacamilpa de Mariano Arista"
2087,"29","012","Españita"
2088,"29","031","Tetla de la Solidaridad"
2089,"29","032","Tetlatlahuca"
2090,"29","034","Tlaxco"
2091,"29","035","Tocatlán"
2092,"29","030","Terrenate"
2093,"29","026","Santa Cruz Tlaxcala"
2094,"29","050","San Francisco Tetlanohcan"
2095,"29","052","San José Teacalco"
2096,"29","027","Tenancingo"
2097,"29","055","San Lucas Tecopilco"
2098,"29","024","Panotla"
2099,"29","037","Ziltlaltépec de Trinidad Sánchez Santos"
2100,"29","048","La Magdalena Tlaltelulco"
2101,"29","039","Xaloztoc"
2102,"29","036","Totolac"
2103,"30","162","Tenampa"
2104,"30","169","José Azueta"
2105,"30","185","Tlilapan"
2106,"30","187","Tonayán"
2107,"30","188","Totutla"
2108,"30","189","Tuxpan"
2109,"30","190","Tuxtilla"
2110,"30","078","Ixcatepec"
2111,"30","191","Ursulo Galván"
2112,"30","079","Ixhuacán de los Reyes"
2113,"30","192","Vega de Alatorre"
2114,"30","194","Villa Aldama"
2115,"30","031","Carrillo Puerto"
2116,"30","195","Xoxocotla"
2117,"30","199","Zaragoza"
2118,"30","206","Nanchital de Lázaro Cárdenas del Río"
2119,"30","210","Uxpanapa"
2120,"30","211","San Rafael"
2121,"30","212","Santiago Sochiapan"
2122,"30","103","Mecatlán"
2123,"30","141","San Andrés Tuxtla"
2124,"30","140","San Andrés Tenejapan"
2125,"30","138","Río Blanco"
2126,"30","136","Rafael Lucio"
2127,"30","131","Poza Rica de Hidalgo"
2128,"30","116","Oluta"
2129,"30","109","Misantla"
2130,"30","107","Las Minas"
2131,"30","203","Zozocolco de Hidalgo"
2132,"30","205","El Higo"
2133,"30","071","Huatusco"
2134,"30","069","Gutiérrez Zamora"
2135,"30","098","Magdalena"
2136,"30","075","Ignacio de la Llave"
2137,"30","074","Huiloapan de Cuauhtémoc"
2138,"30","073","Hueyapan de Ocampo"
2139,"30","072","Huayacocotla"
2140,"30","149","Soteapan"
2141,"30","150","Tamalín"
2142,"30","148","Soledad de Doblado"
2143,"30","147","Soledad Atzompa"
2144,"30","146","Sochiapa"
2145,"30","145","Soconusco"
2146,"30","004","Actopan"
2147,"30","070","Hidalgotitlán"
2148,"30","068","Fortín"
2149,"30","067","Filomeno Mata"
2150,"30","066","Espinal"
2151,"30","065","Emiliano Zapata"
2152,"30","064","Chumatlán"
2153,"30","173","Tezonapa"
2154,"30","209","Tatahuicapan de Juárez"
2155,"30","032","Catemaco"
2156,"30","040","Coatzintla"
2157,"30","039","Coatzacoalcos"
2158,"30","038","Coatepec"
2159,"30","037","Coahuitlán"
2160,"30","036","Coacoatzintla"
2161,"30","035","Citlaltépetl"
2162,"30","034","Cerro Azul"
2163,"30","033","Cazones de Herrera"
2164,"30","030","Camerino Z. Mendoza"
2165,"30","029","Calcahualco"
2166,"30","028","Boca del Río"
2167,"30","027","Benito Juárez"
2168,"30","026","Banderilla"
2169,"30","025","Ayahualulco"
2170,"30","024","Tlaltetela"
2171,"30","023","Atzalan"
2172,"30","022","Atzacan"
2173,"30","168","Tequila"
2174,"30","166","Tepetlán"
2175,"30","165","Tepatlaxco"
2176,"30","164","Teocelo"
2177,"30","126","Paso de Ovejas"
2178,"30","050","Coxquihui"
2179,"30","046","Cosautlán de Carvajal"
2180,"30","021","Atoyac"
2181,"30","128","Perote"
2182,"30","020","Atlahuilco"
2183,"30","101","Mariano Escobedo"
2184,"30","018","Aquila"
2185,"30","009","Alto Lucero de Gutiérrez Barrios"
2186,"30","112","Naolinco"
2187,"30","008","Alpatláhuac"
2188,"30","007","Camarón de Tejeda"
2189,"30","006","Acultzingo"
2190,"30","111","Moloacán"
2191,"30","110","Mixtla de Altamirano"
2192,"30","005","Acula"
2193,"30","051","Coyutla"
2194,"30","045","Cosamaloapan de Carpio"
2195,"30","013","Naranjos Amatlán"
2196,"30","014","Amatlán de los Reyes"
2197,"30","002","Acatlán"
2198,"30","001","Acajete"
2199,"30","003","Acayucan"
2200,"30","120","Oteapan"
2201,"30","127","La Perla"
2202,"30","048","Cosoleacaque"
2203,"30","059","Chinameca"
2204,"30","100","Manlio Fabio Altamirano"
2205,"30","087","Xalapa"
2206,"30","097","Lerdo de Tejada"
2207,"30","010","Altotonga"
2208,"30","108","Minatitlán"
2209,"30","011","Alvarado"
2210,"30","012","Amatitlán"
2211,"30","015","Angel R. Cabada"
2212,"30","016","La Antigua"
2213,"30","017","Apazapan"
2214,"30","117","Omealca"
2215,"30","113","Naranjal"
2216,"30","114","Nautla"
2217,"30","115","Nogales"
2218,"30","163","Tenochtitlán"
2219,"30","019","Astacinga"
2220,"30","042","Colipa"
2221,"30","043","Comapa"
2222,"30","044","Córdoba"
2223,"30","047","Coscomatepec"
2224,"30","049","Cotaxtla"
2225,"30","052","Cuichapa"
2226,"30","099","Maltrata"
2227,"30","105","Medellín de Bravo"
2228,"30","184","Tlaquilpa"
2229,"30","175","Tihuatlán"
2230,"30","178","Tlacotalpan"
2231,"30","180","Tlachichilco"
2232,"30","137","Los Reyes"
2233,"30","196","Yanga"
2234,"30","197","Yecuatla"
2235,"30","198","Zacualpan"
2236,"30","139","Saltabarranca"
2237,"30","186","Tomatlán"
2238,"30","200","Zentla"
2239,"30","202","Zontecomatlán de López y Fuentes"
2240,"30","204","Agua Dulce"
2241,"30","207","Tres Valles"
2242,"30","208","Carlos A. Carrillo"
2243,"30","201","Zongolica"
2244,"30","181","Tlalixcoyan"
2245,"30","182","Tlalnelhuayocan"
2246,"30","183","Tlapacoyan"
2247,"30","076","Ilamatlán"
2248,"30","077","Isla"
2249,"30","080","Ixhuatlán del Café"
2250,"30","081","Ixhuatlancillo"
2251,"30","082","Ixhuatlán del Sureste"
2252,"30","083","Ixhuatlán de Madero"
2253,"30","084","Ixmatlahuacan"
2254,"30","085","Ixtaczoquitlán"
2255,"30","086","Jalacingo"
2256,"30","088","Jalcomulco"
2257,"30","089","Jáltipan"
2258,"30","090","Jamapa"
2259,"30","091","Jesús Carranza"
2260,"30","092","Xico"
2261,"30","041","Coetzala"
2262,"30","053","Cuitláhuac"
2263,"30","054","Chacaltianguis"
2264,"30","055","Chalma"
2265,"30","056","Chiconamel"
2266,"30","057","Chiconquiaco"
2267,"30","058","Chicontepec"
2268,"30","060","Chinampa de Gorostiza"
2269,"30","061","Las Choapas"
2270,"30","062","Chocamán"
2271,"30","063","Chontla"
2272,"30","093","Jilotepec"
2273,"30","094","Juan Rodríguez Clara"
2274,"30","095","Juchique de Ferrer"
2275,"30","096","Landero y Coss"
2276,"30","104","Mecayapan"
2277,"30","118","Orizaba"
2278,"30","119","Otatitlán"
2279,"30","121","Ozuluama de Mascareñas"
2280,"30","123","Pánuco"
2281,"30","124","Papantla"
2282,"30","125","Paso del Macho"
2283,"30","129","Platón Sánchez"
2284,"30","130","Playa Vicente"
2285,"30","122","Pajapan"
2286,"30","132","Las Vigas de Ramírez"
2287,"30","133","Pueblo Viejo"
2288,"30","134","Puente Nacional"
2289,"30","135","Rafael Delgado"
2290,"30","106","Miahuatlán"
2291,"30","102","Martínez de la Torre"
2292,"30","170","Texcatepec"
2293,"30","171","Texhuacán"
2294,"30","172","Texistepec"
2295,"30","174","Tierra Blanca"
2296,"30","176","Tlacojalpan"
2297,"30","179","Tlacotepec de Mejía"
2298,"30","177","Tlacolulan"
2299,"30","193","Veracruz"
2300,"30","143","Santiago Tuxtla"
2301,"30","144","Sayula de Alemán"
2302,"30","142","San Juan Evangelista"
2303,"30","151","Tamiahua"
2304,"30","152","Tampico Alto"
2305,"30","153","Tancoco"
2306,"30","154","Tantima"
2307,"30","155","Tantoyuca"
2308,"30","156","Tatatila"
2309,"30","157","Castillo de Teayo"
2310,"30","158","Tecolutla"
2311,"30","159","Tehuipango"
2312,"30","160","Álamo Temapache"
2313,"30","161","Tempoal"
2314,"30","167","Tepetzintla"
2315,"31","009","Cansahcab"
2316,"31","007","Cacalchén"
2317,"31","019","Chemax"
2318,"31","101","Umán"
2319,"31","106","Yobaín"
2320,"31","105","Yaxkukul"
2321,"31","103","Xocchel"
2322,"31","097","Tunkás"
2323,"31","095","Tixpéhual"
2324,"31","081","Tekom"
2325,"31","090","Timucuy"
2326,"31","088","Teya"
2327,"31","087","Tetiz"
2328,"31","066","Santa Elena"
2329,"31","086","Tepakán"
2330,"31","083","Telchac Puerto"
2331,"31","082","Telchac Pueblo"
2332,"31","080","Tekit"
2333,"31","102","Valladolid"
2334,"31","071","Sudzal"
2335,"31","069","Sotuta"
2336,"31","078","Tekantó"
2337,"31","037","Huhí"
2338,"31","027","Dzidzantún"
2339,"31","058","Peto"
2340,"31","055","Opichén"
2341,"31","036","Homún"
2342,"31","032","Espita"
2343,"31","077","Tekal de Venegas"
2344,"31","074","Tahmek"
2345,"31","026","Dzemul"
2346,"31","025","Dzan"
2347,"31","001","Abalá"
2348,"31","050","Mérida"
2349,"31","023","Chocholá"
2350,"31","035","Hoctún"
2351,"31","034","Hocabá"
2352,"31","016","Chacsinkín"
2353,"31","015","Cuzamá"
2354,"31","013","Conkal"
2355,"31","049","Mayapán"
2356,"31","065","San Felipe"
2357,"31","064","Sanahcat"
2358,"31","073","Tahdziú"
2359,"31","072","Suma"
2360,"31","093","Tixkokob"
2361,"31","061","Río Lagartos"
2362,"31","014","Cuncunul"
2363,"31","089","Ticul"
2364,"31","070","Sucilá"
2365,"31","068","Sinanché"
2366,"31","012","Cenotillo"
2367,"31","010","Cantamayec"
2368,"31","002","Acanceh"
2369,"31","063","Samahil"
2370,"31","060","Quintana Roo"
2371,"31","054","Muxupip"
2372,"31","053","Muna"
2373,"31","076","Tecoh"
2374,"31","098","Tzucacab"
2375,"31","042","Kantunil"
2376,"31","052","Motul"
2377,"31","006","Buctzotz"
2378,"31","056","Oxkutzcab"
