path,sha256_before,sha256_after,reason
results/estimates/cv_detalle_CONTROL_AHA_contiguo.csv,c91f00ceb5242544824063eb30d919c31b971b65930b1b3738acc2e7c2b922e9,238eb6618ffe7a36bf25bdeaae52e16071c728ba6cd64b07006c14187c000686,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
results/estimates/cv_detalle_CONTROL_ESH.csv,39203bec5a44832af899074a96427a60b140b83dd6563b87087a2bc9ceba4586,06697dc336a715d9a5885e5353bb049e7a6a3e716438d492b99658a512384cd8,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
results/estimates/cv_detalle_CONTROL_ESH_contiguo.csv,3e805b9aa4583eb8173d49b5834fdf4560172a7f1a0ffa0ea6fbb97a325fd6ab,a750ad0bae0478edb31e5e930d376f7b989460bb2129566f46391edae4d018d2,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
results/estimates/cv_detalle_TRAT.csv,597bbf95f24c1397239441e47dba4c34bab945119f3ea6fdddae1f431d7cc35b,e21669d452e31d6cbad7a72889327651dbad8315002136d76ad497797b6a5704,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
results/estimates/cv_detalle_TRAT_contiguo.csv,2b48e9698afa5c2a4500cc56c8b1399a4623f2d0948c5baeacbe2b41f8f8e751,68a994d78c58e31efd649c9ed618500f7cd69f6f56729ecd574729beb7454e07,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
results/estimates/cv_rmse_estratificado.csv,d0a31a32ce62c3465b5b789006829db4bec9be6b20f015019156400ba5849f55,2c9102aaf45fa0eebc5999bfbd794034912df71acab64a5e1e2f3e12ee8d4876,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
results/estimates/resumen_validacion_cruzada.csv,604434330bb01c927c0d7b4ceb604a8d582efcd58b424776f970c63fed68e77e,0fcc605914fb22ff94b10ee3f94047ffe91ecbd1cf66dd1e6e9420e12aa3e480,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
manuscript/supplement/MATERIAL_SUPLEMENTARIO.docx,289ec38480791ffe56b4d321754893f16eff6d4e9b815daa60003c9acb7f1dfc,9a25f9856643426f2d4ff4f6f05aeef8b45227d68bebc98e7d31b55544e68bbb,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
results/tables/STROBE_checklist.csv,e66e761960f14b351d2f5f56ed1b0d36f3a493afb50567c86e83fd2133f853ab,88d51cfe916042b529b3b740c8006f5e2b0f1a4ecd6402bc73693d0cfd1c6133,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
results/tables/STROBE_checklist.xlsx,19a7f02fa82702317eaa7b6591b708e0196b8d39d7c85bf145b988e2b94ec852,7461d3d53e952ff15d7dd0c47a6c1fb0219d22b8e616a8becaedf0e76e201911,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
results/tables/TablaS1_diagnosticos_modelo.csv,0ea6e17da121f7f64089484a4f8d784a202ae44979dfca39f00bdd0dca852c80,830068662d2d6280fc4e92f0a0d0e9744bd805a4333605ed6b1f315c53845f7b,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
results/tables/Tablas_cuerpo.xlsx,c417d7b7cceb63905b8340ce5622070a9f59e7c2b0bf9a8bdfc9af2fa1b3235e,85a4aee5b58ac571e0db102d7a9f2a9b04704f0db42e956068a52b1eaf142981,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
results/tables/Tablas_suplementarias_trabajo.xlsx,472662cedfaa1612149f00504fd9955c2fac4ce5696e7e9fc2c612de289fa1d6,86321827312aa9e2142ed9ccc49b4364060b6bf00bca92521b80a70d9d41d0be,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
docs/index.html,1c0515793c18f5a841953f076f321a362c458c4fe14e7b9bdb5ec4c2725bd2bc,1e92c2ae3c84665056f8b609aa31b5f505e995ebce569aaace4effdd203c7c00,"Closure 2026-09-21: training-only CV comparator, S8 descriptive/missingness reporting, or standardized estimand presentation; preserved BYM2 predictions and municipal estimates. No INLA refit."
