"cve_ent","cve_mun","nomgeo","altitud_media_msnm","altitud_min_msnm","altitud_max_msnm","n_pixeles_dem"
"20","493","Santiago Tillo",2085.9,2063,2122,11
"20","318","San Pedro Mixtepec",257.1,6,949,399
"20","327","San Pedro Tapanatepec",119.6,0,1101,920
"20","554","Totontepec Villa de Morelos",1774.4,423,3095,323
"20","555","Trinidad Zaachila",1564,1500,1674,22
"20","556","La Trinidad Vista Hermosa",2234.5,2143,2406,14
"20","018","Concepción Buenavista",1977.8,1360,2715,279
"20","036","Guevea de Humboldt",881.3,424,1409,338
"20","338","Villa de Etla",1656.7,1618,1715,13
"20","344","San Sebastián Coatlán",1093.9,126,2090,252
"20","366","Santa Catarina Loxicha",965.1,341,1941,159
"20","377","Santa Cruz Itundujia",1380.3,443,2884,684
"20","451","Santiago Apoala",2239,1582,2553,101
"20","005","Asunción Ixtaltepec",198.4,24,629,775
"20","558","Valerio Trujano",769.2,581,1226,71
"20","561","Yaxe",1661.3,1514,2126,65
"20","056","Mártires de Tacubaya",169.6,91,274,79
"20","563","Yogana",1576.3,1325,2231,77
"20","497","Santiago Yaitepec",1647.2,1037,2267,54
"20","549","Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",1877.8,1426,2414,604
"20","564","Yutanduchi de Guerrero",1440.1,1173,1855,77
"20","565","Villa de Zaachila",1630.3,1498,2061,108
"20","099","San Andrés Tepetlapa",1413.1,1268,1517,16
"20","491","Santiago Textitlán",1903.7,1114,2712,308
"20","031","Tamazulápam del Espíritu Santo",2175.1,1339,2772,126
"20","279","San Miguel Suchixtepec",2254.8,1531,2787,94
"20","401","Santa María Colotepec",191.8,2,874,497
"20","367","Santa Catarina Mechoacán",278.3,209,432,70
"20","500","Santiago Yosondúa",1840.8,685,2796,408
"20","503","Santiago Zoochila",1479.8,1070,1898,8
"20","379","Santa Cruz Nundaco",2467.9,2162,3092,46
"20","494","Santiago Tlazoyaltepec",2542.8,2154,2809,86
"20","499","Santiago Yolomécatl",2175.2,2041,2445,85
"20","058","Mazatlán Villa de Flores",1351.9,325,2401,223
"20","059","Miahuatlán de Porfirio Díaz",1696.2,1220,2596,576
"20","177","San Juan Bautista Cuicatlán",1164.4,522,2381,611
"20","359","Santa Ana Yareni",2063.5,1328,2687,57
"20","364","Santa Catarina Juquila",1029.3,28,2383,783
"20","569","Santa Inés de Zaragoza",1975.9,1707,2241,103
"20","570","Zimatlán de Álvarez",2123.1,1461,2913,423
"20","567","Zapotitlán Lagunas",1610.6,1226,1823,377
"20","057","Matías Romero Avendaño",128.1,28,400,1629
"20","423","Santa María Nduayaco",2470.9,2190,3078,91
"20","112","San Baltazar Chichicápam",1697.7,1459,2369,121
"20","510","Santo Domingo Ixcatlán",2329,1963,2624,23
"20","371","Santa Catarina Ticuá",2315.4,2053,2699,31
"20","424","Santa María Ozolotepec",1933.4,836,2917,186
"20","406","Santa María Chilchotla",577.1,63,1777,350
"20","410","Santa María Ecatepec",1135.3,365,2425,645
"20","435","Santa María Tepantlali",1675.7,1130,2159,100
"20","417","Santa María Jacatepec",313.3,36,1046,397
"20","422","Santa María Nativitas",2360.2,2159,2610,53
"20","439","Santa María Tonameca",144.3,5,840,637
"20","450","Santiago Amoltepec",1137,329,2003,249
"20","075","Reforma de Pineda",33.3,13,75,44
"20","501","Santiago Yucuyachi",1562,1331,1793,67
"20","504","Nuevo Zoquiápam",2510.3,1699,3129,126
"20","505","Santo Domingo Ingenio",73.6,17,459,247
"20","251","San Mateo Nejápam",1403.6,1179,1598,78
"20","459","Villa de Santiago Chazumba",1733.8,1357,2267,402
"20","477","Santiago Minas",1044.4,557,1990,243
"20","484","Santiago Tamazola",1590.9,1097,1835,246
"20","485","Santiago Tapextla",61.1,7,137,152
"20","492","Santiago Tilantongo",2140.2,1207,2796,303
"20","495","Santiago Xanica",1124.8,371,2764,162
"20","534","San Vicente Coatlán",1634,1256,2262,134
"20","537","Silacayoápam",1758.5,1148,2439,516
"20","543","Tataltepec de Valdés",611.9,47,1596,259
"20","548","Tepelmeme Villa de Morelos",1949.4,896,2791,709
"20","463","Santiago Huauclilla",1969.1,1366,2604,121
"20","467","Santiago Jamiltepec",253.3,-6,1369,766
"20","559","San Juan Bautista Valle Nacional",623.1,52,2639,826
"20","169","San José Independencia",120.8,69,550,71
"20","117","San Bartolomé Loxicha",707.9,185,1370,184
"20","512","Santo Domingo Ozolotepec",2836.6,2025,3607,82
"20","514","Santo Domingo Roayaga",1656.1,782,2353,71
"20","118","San Bartolomé Quialana",1979.3,1654,2877,27
"20","518","Santo Domingo Tlatayápam",2276.2,2156,2437,17
"20","440","Santa María Totolapilla",510.4,205,1041,139
"20","568","Zapotitlán Palmas",1905.7,1733,2068,59
"20","521","Santo Domingo Tonaltepec",2463,2333,2635,33
"20","001","Abejones",2010.7,1139,2981,143
"20","256","San Mateo Tlapiltepec",2241.2,2140,2493,24
"20","003","Asunción Cacalotepec",1380.3,767,2031,97
"20","263","San Miguel Coatlán",1671.6,742,2765,149
"20","004","Asunción Cuyotepeji",2086.4,1746,2595,102
"20","007","Asunción Ocotlán",1483.8,1477,1488,4
"20","267","San Miguel del Río",1875.3,1470,2477,9
"20","011","Calihualá",1645.3,1270,2238,84
"20","027","Chiquihuitlán de Benito Juárez",880.9,254,1483,43
"20","030","El Espinal",27,17,35,67
"20","519","Santo Domingo Tomaltepec",1806.7,1573,2321,41
"20","034","Guadalupe de Ramírez",1370.3,1134,1679,39
"20","013","Ciénega de Zimatlán",1499.2,1491,1517,17
"20","460","Santiago Choápam",959,122,2322,378
"20","044","Loma Bonita",54.2,-1,132,596
"20","017","La Compañía",1592.6,1359,2252,139
"20","507","Santo Domingo Armenta",47.6,4,98,175
"20","049","Magdalena Ocotlán",1529.6,1514,1568,7
"20","520","Santo Domingo Tonalá",1600.4,1281,2381,197
"20","019","Concepción Pápalo",1961.4,793,3001,209
"20","022","Cosoltepec",1640.9,1410,1910,141
"20","024","Cuyamecalco Villa de Zaragoza",1342,356,2412,103
"20","025","Chahuites",20.4,14,27,28
"20","026","Chalcatongo de Hidalgo",2513.7,1428,2890,170
"20","029","Eloxochitlán de Flores Magón",1415,644,1900,45
"20","032","Fresnillo de Trujano",1199.3,1062,1321,72
"20","515","Santo Domingo Tehuantepec",287.9,0,1286,1436
"20","516","Santo Domingo Teojomulco",1159.8,630,2530,279
"20","033","Guadalupe Etla",1620.2,1604,1648,6
"20","050","Magdalena Peñasco",2131.8,1820,2551,101
"20","035","Guelatao de Juárez",1726,1614,1812,3
"20","051","Magdalena Teitipac",1991.5,1640,2709,47
"20","536","San Vicente Nuñú",2569,2264,3064,88
"20","047","Santa Magdalena Jicotlán",2257.3,2130,2434,31
"20","037","Mesones Hidalgo",680.2,367,1244,223
"20","040","Huautepec",1537.2,491,2302,61
"20","041","Huautla de Jiménez",1600.6,817,2102,187
"20","042","Ixtlán de Juárez",1538.3,122,3051,682
"20","045","Magdalena Apasco",1727.1,1631,1960,41
"20","053","Magdalena Tlacotepec",455.3,84,1086,149
"20","046","Magdalena Jaltepec",2038.5,1515,2477,291
"20","523","Santo Domingo Yanhuitlán",2276.6,2084,2625,91
"20","048","Magdalena Mixtepec",2244.1,1779,2790,48
"20","522","Santo Domingo Xagacía",2152.2,1376,3085,68
"20","456","Santiago Cacaloxtepec",1846.6,1657,2253,49
"20","060","Mixistlán de la Reforma",1951.1,1167,2951,87
"20","061","Monjas",1557.4,1511,1637,25
"20","062","Natividad",2049,2002,2096,2
"20","063","Nazareno Etla",1611.5,1608,1615,2
"20","065","Ixpantepec Nieves",1822.1,1346,2195,90
"20","069","La Pe",1491,1435,1565,31
"20","070","Pinotepa de Don Luis",362.3,193,788,82
"20","071","Pluma Hidalgo",818.9,367,1605,130
"20","096","San Andrés Sinaxtla",2103.5,2049,2201,30
"20","072","San José del Progreso",1790.1,1495,2594,138
"20","097","San Andrés Solaga",1385,689,2193,64
"20","098","San Andrés Teotilálpam",1078.7,118,2006,167
"20","074","Santa Catarina Quioquitani",2246.1,1535,3344,54
"20","076","La Reforma",1069.1,642,1812,234
"20","190","San Juan Cotzocón",313,36,1426,1695
"20","078","Rojas de Cuauhtémoc",1768.8,1559,2096,18
"20","077","Reyes Etla",1623.9,1610,1634,8
"20","081","San Agustín Atenango",1591.6,1282,2171,122
"20","094","San Andrés Nuxiño",2119.5,1834,2465,75
"20","080","San Agustín Amatengo",1560.8,1337,2190,67
"20","084","San Agustín Etla",2287.3,1679,2999,74
"20","082","San Agustín Chayuco",529.1,226,1513,178
"20","086","San Agustín Tlacotepec",2034,1753,2495,63
"20","083","San Agustín de las Juntas",1746.1,1522,2101,32
"20","092","San Andrés Ixtlahuaca",1825.9,1629,2141,30
"20","087","San Agustín Yatareni",1593,1556,1639,10
"20","089","San Andrés Dinicuiti",1870.5,1601,2359,120
"20","090","San Andrés Huaxpaltepec",236.5,187,350,104
"20","091","San Andrés Huayápam",2329.2,1635,3217,29
"20","095","San Andrés Paxtlán",2162.9,1682,2620,74
"20","100","San Andrés Yaá",1548.2,796,2032,47
"20","101","San Andrés Zabache",1506.8,1418,1674,6
"20","102","San Andrés Zautla",1888.9,1607,2640,92
"20","233","San Lucas Quiaviní",1914,1653,2657,64
"20","103","San Antonino Castillo Velasco",1495.1,1480,1509,15
"20","104","San Antonino el Alto",2371.8,1521,2968,136
"20","105","San Antonino Monte Verde",2408.7,1924,3087,132
"20","107","San Antonio de la Cal",1690.8,1528,2113,16
"20","108","San Antonio Huitepec",2054,1417,2917,236
"20","109","San Antonio Nanahuatípam",899.5,781,1050,95
"20","110","San Antonio Sinicahua",2318.4,2075,2627,36
"20","111","San Antonio Tepetlapa",349.1,137,615,80
"20","527","Santos Reyes Pápalo",2016.2,965,3155,105
"20","116","San Bartolomé Ayautla",1168.5,156,2094,73
"20","114","San Baltazar Yatzachi el Bajo",1217.1,786,1815,41
"20","172","San Juan Achiutla",2289.4,2008,2944,44
"20","115","San Bartolo Coyotepec",1629.9,1501,1959,39
"20","413","Santa María Huatulco",197.7,-2,1224,620
"20","119","San Bartolomé Yucuañe",1961.2,1573,2756,107
"20","120","San Bartolomé Zoogocho",1403.6,1272,1579,5
"20","121","San Bartolo Soyaltepec",2414.8,2149,2721,91
"20","014","Ciudad Ixtepec",177.9,45,782,370
"20","015","Coatecas Altas",1661.6,1447,2167,145
"20","123","San Bernardo Mixtepec",2036.2,1574,2746,135
"20","122","San Bartolo Yautepec",874.1,552,1555,116
"20","528","Santos Reyes Tepejillo",1992.1,1501,2621,69
"20","124","Heroica Villa de San Blas Atempa",23,7,48,272
"20","129","San Cristóbal Suchixtlahuaca",2179.7,2010,2527,66
"20","206","San Juan de los Cués",1222.7,595,2480,145
"20","126","San Cristóbal Amatlán",2008.8,1402,2971,163
"20","020","Constancia del Rosario",1117.3,741,1935,69
"20","127","San Cristóbal Amoltepec",2274,2139,2499,41
"20","128","San Cristóbal Lachirioag",1038.6,532,1587,17
"20","529","Santos Reyes Yucuná",1715.9,1464,1995,84
"20","131","San Dionisio Ocotepec",1698,1084,2453,379
"20","130","San Dionisio del Mar",35.8,0,162,268
"20","152","San Francisco Tlapancingo",1806.9,1376,2498,117
"20","153","San Gabriel Mixtepec",718,304,1256,220
"20","132","San Dionisio Ocotlán",1541.4,1515,1581,12
"20","135","San Felipe Tejalápam",1906.8,1618,2795,128
"20","136","San Felipe Usila",933.7,69,2759,540
"20","137","San Francisco Cahuacuá",1683.5,985,2564,346
"20","139","San Francisco Chapulapa",1857.3,1140,2828,79
"20","142","San Francisco Huehuetlán",1774.5,1575,1996,15
"20","140","San Francisco Chindúa",2176.2,2042,2308,24
"20","141","San Francisco del Mar",6.8,-3,37,574
"20","160","San Jerónimo Silacayoapilla",1913.6,1665,2145,76
"20","143","San Francisco Ixhuatán",15,4,122,257
"20","144","San Francisco Jaltepetongo",2141.7,1976,2525,58
"20","145","San Francisco Lachigoló",1597.2,1564,1653,12
"20","531","Santo Tomás Mazaltepec",1874.8,1656,2486,53
"20","146","San Francisco Logueche",1748.6,1486,2233,53
"20","147","San Francisco Nuxaño",2353.4,2283,2488,26
"20","148","San Francisco Ozolotepec",1788.8,905,2846,64
"20","150","San Francisco Telixtlahuaca",1987,1467,2416,242
"20","151","San Francisco Teopan",2496.8,2125,2901,112
"20","157","San Jacinto Amilpas",1558.5,1554,1562,4
"20","248","San Mateo del Mar",6.5,0,19,104
"20","158","San Jacinto Tlacotepec",974.6,536,1530,81
"20","162","San Jerónimo Taviche",1717.8,1427,2307,90
"20","164","San Jorge Nuchita",1454.8,1169,1804,65
"20","176","San Juan Bautista Coixtlahuaca",2371,2027,2775,349
"20","165","San José Ayuquila",1587,1521,1641,35
"20","167","San José del Peñasco",1822.1,1576,2135,32
"20","530","Santo Tomás Jalieza",1811.6,1519,2238,85
"20","187","San Juan Coatzóspam",1541.7,270,2180,84
"20","171","San José Tenango",1018.7,101,1948,314
"20","188","San Juan Colorado",563.1,250,1399,149
"20","173","San Juan Atepec",2440,1283,3026,163
"20","174","Ánimas Trujano",1521,1521,1521,2
"20","191","San Juan Chicomezúchil",1860.7,1525,2266,23
"20","196","San Juan Evangelista Analco",2158.7,1512,2815,20
"20","178","San Juan Bautista Guelache",2195.8,1675,2924,58
"20","197","San Juan Guelavía",1601.3,1577,1635,37
"20","180","San Juan Bautista Lo de Soto",70,38,178,91
"20","204","San Juan Lajarcia",1150.8,766,1592,131
"20","181","San Juan Bautista Suchitepec",2069.2,1798,2502,109
"20","480","Santiago Nundiche",2176.3,1929,2489,88
"20","182","San Juan Bautista Tlacoatzintepec",953.9,220,1833,63
"20","183","San Juan Bautista Tlachichilco",1390.7,1158,1591,112
"20","189","San Juan Comaltepec",1095,331,2024,127
"20","192","San Juan Chilateca",1508.8,1498,1522,6
"20","193","San Juan del Estado",2189.5,1504,2998,162
"20","464","Santiago Ihuitlán Plumas",2169.9,2021,2552,49
"20","194","San Juan del Río",1449.5,1128,2364,88
"20","195","San Juan Diuxi",2650.6,2138,3087,38
"20","199","San Juan Ihualtepec",1740.5,1436,2030,62
"20","200","San Juan Juquila Mixes",1143.7,475,1899,374
"20","201","San Juan Juquila Vijanos",1852.5,1210,2592,82
"20","202","San Juan Lachao",1510.4,529,2499,258
"20","203","San Juan Lachigalla",1810.5,1510,2907,133
"20","210","San Juan Ñumí",2326.4,1938,3097,258
"20","208","San Juan Mixtepec",2116.3,1629,2843,439
"20","209","San Juan Mixtepec",2654.2,1676,3529,89
"20","566","San Mateo Yucutindoo",1595.2,648,2524,229
"20","215","San Juan Sayultepec",2064.3,2031,2112,23
"20","218","San Juan Teita",1679.9,1256,2421,89
"20","284","San Miguel Tilquiápam",1816.3,1583,2534,88
"20","216","San Juan Tabaá",1205.3,586,1735,25
"20","217","San Juan Tamazola",2017.6,1516,2487,437
"20","219","San Juan Teitipac",1816.3,1613,2357,52
"20","221","San Juan Teposcolula",2425.9,2230,2825,106
"20","222","San Juan Yaeé",1011.2,490,1536,46
"20","223","San Juan Yatzona",1124.5,561,1745,27
"20","541","Tanetze de Zaragoza",1351.3,807,1949,25
"20","498","Santiago Yaveo",160.3,35,1002,1247
"20","224","San Juan Yucuita",2135.6,2059,2274,29
"20","225","San Lorenzo",303,211,617,70
"20","016","Coicoyán de las Flores",1613.5,638,2600,156
"20","226","San Lorenzo Albarradas",1630.2,1028,2413,166
"20","228","San Lorenzo Cuaunecuiltitla",1708.7,1478,2021,12
"20","229","San Lorenzo Texmelúcan",1571.8,664,2399,166
"20","231","San Lucas Camotlán",1233.2,470,2148,125
"20","232","San Lucas Ojitlán",100.7,-23,495,557
"20","234","San Lucas Zoquiápam",1875.6,1320,2490,86
"20","235","San Luis Amatlán",1494.8,1182,1960,352
"20","236","San Marcial Ozolotepec",1839.3,960,2602,61
"20","239","San Martín Huamelúlpam",2250.6,2151,2415,49
"20","240","San Martín Itunyoso",2457.2,2112,2735,76
"20","241","San Martín Lachilá",1485.4,1420,1683,9
"20","242","San Martín Peras",2163.2,1540,2803,308
"20","243","San Martín Tilcajete",1605.3,1506,1839,26
"20","244","San Martín Toxpalan",1580,801,2560,80
"20","249","San Mateo Yoloxochitlán",1446.2,1255,1658,5
"20","525","Santo Domingo Zanatepec",226.5,3,1412,787
"20","526","Santos Reyes Nopala",682.5,115,1625,274
"20","245","San Martín Zacatepec",1362.5,1117,1731,51
"20","269","San Miguel el Grande",2647.8,2225,3215,122
"20","247","Capulálpam de Méndez",2340.3,1785,3050,45
"20","250","San Mateo Etlatongo",2051.9,2012,2299,32
"20","255","San Mateo Sindihui",1514.6,1017,2140,169
"20","252","San Mateo Peñasco",1946.7,1445,2432,66
"20","257","San Melchor Betaza",1294.3,731,1861,43
"20","258","San Miguel Achiutla",2322.1,1859,3163,83
"20","259","San Miguel Ahuehuetitlán",1534.8,1301,1817,105
"20","260","San Miguel Aloápam",2644.8,1890,3206,186
"20","268","San Miguel Ejutla",1469.7,1429,1499,11
"20","276","San Miguel Santa Flor",2092.1,1588,2625,30
"20","281","San Miguel Tecomatlán",2318.1,2004,2579,23
"20","274","San Miguel Piedras",1781.4,1369,2162,79
"20","532","Santo Tomás Ocotepec",2397.2,1177,2950,100
"20","280","Villa Talea de Castro",1177.4,430,1913,78
"20","533","Santo Tomás Tamazulapan",1957.1,1627,2524,87
"20","368","Santa Catarina Minas",1747.9,1561,2232,42
"20","282","San Miguel Tenango",874.1,238,1619,253
"20","052","Magdalena Tequisistlán",753.7,136,2361,1020
"20","283","San Miguel Tequixtepec",2082.1,1831,2490,201
"20","535","San Vicente Lachixío",1956.6,1506,2676,164
"20","286","San Miguel Tlacotepec",1907.2,1614,2217,70
"20","285","San Miguel Tlacamama",224.9,75,520,129
"20","288","San Miguel Yotao",2021.8,1059,2976,42
"20","289","San Nicolás",1493.4,1365,1896,36
"20","290","San Nicolás Hidalgo",1189.5,1084,1398,13
"20","292","San Pablo Cuatro Venados",2354.9,1809,2801,88
"20","380","Santa Cruz Papalutla",1601.2,1584,1630,15
"20","294","San Pablo Huitzo",1965.4,1632,2443,115
"20","043","Heroica Ciudad de Juchitán de Zaragoza",22.5,-4,390,564
"20","295","San Pablo Huixtepec",1605.1,1471,1979,52
"20","538","Sitio de Xitlapehua",1550.1,1496,1626,19
"20","296","San Pablo Macuiltianguis",2211.9,1137,3102,186
"20","297","San Pablo Tijaltepec",1859.2,1127,2806,138
"20","304","San Pedro Coxcaltepec Cántaros",2204.7,1673,2560,113
"20","299","San Pablo Yaganiza",1689.3,1082,2241,46
"20","300","San Pedro Amuzgos",501.5,220,752,150
"20","308","San Pedro Huilotepec",21.8,5,88,34
"20","301","San Pedro Apóstol",1482.7,1472,1496,7
"20","311","San Pedro Jaltepetongo",1520.2,837,2380,68
"20","302","San Pedro Atoyac",398.9,200,950,92
"20","303","San Pedro Cajonos",1822,1822,1822,1
"20","305","San Pedro Comitancillo",68.3,34,220,58
"20","321","San Pedro Nopala",2315.4,1864,2761,136
"20","332","San Pedro Topiltepec",2239.4,2106,2556,35
"20","307","San Pedro Huamelula",233.4,0,794,841
"20","312","San Pedro Jicayán",263.1,109,447,103
"20","313","San Pedro Jocotipac",1924.4,914,2538,80
"20","314","San Pedro Juchatengo",1213.2,847,1759,71
"20","079","Salina Cruz",55.7,0,507,141
"20","331","San Pedro Tidaá",2574.1,2246,3175,56
"20","315","San Pedro Mártir",1500.9,1489,1513,8
"20","316","San Pedro Mártir Quiechapa",1707.7,1235,2627,146
"20","207","San Juan Mazatlán",433.9,43,1577,1995
"20","317","San Pedro Mártir Yucuxaco",2348,2081,2882,96
"20","356","Santa Ana del Valle",1926.7,1629,2535,34
"20","319","San Pedro Mixtepec",2769.1,1874,3630,192
"20","320","San Pedro Molinos",2218.4,1959,2607,37
"20","322","San Pedro Ocopetatillo",1757.4,1549,2004,7
"20","323","San Pedro Ocotepec",1175.4,569,1905,55
"20","325","San Pedro Quiatoni",1372.1,613,2457,701
"20","326","San Pedro Sochiápam",1157.4,299,2122,185
"20","328","San Pedro Taviche",1720.6,1349,2721,114
"20","335","San Pedro Yaneri",1715.6,1066,2726,38
"20","336","San Pedro Yólox",1731.7,424,2920,221
"20","339","San Pedro y San Pablo Teposcolula",2335.3,1892,2691,236
"20","340","San Pedro y San Pablo Tequixtepec",1897.6,1491,2354,219
"20","341","San Pedro Yucunama",2486.2,2376,2603,36
"20","342","San Raymundo Jalpan",1535.2,1531,1540,6
"20","343","San Sebastián Abasolo",1621.5,1573,1988,18
"20","345","San Sebastián Ixcapa",182.9,83,327,119
"20","346","San Sebastián Nicananduta",2431.6,1911,2950,58
"20","347","San Sebastián Río Hondo",2503.7,2023,3078,126
"20","539","Soledad Etla",1638.3,1594,1722,15
"20","211","San Juan Ozolotepec",2104.9,634,3661,243
"20","212","San Juan Petlapa",1009.9,227,2562,234
"20","213","San Juan Quiahije",1395.7,504,2282,244
"20","348","San Sebastián Tecomaxtlahuaca",2127,1560,2809,276
"20","349","San Sebastián Teitipac",1711.9,1586,1983,38
"20","540","Villa de Tamazulápam del Progreso",2126.2,1848,2464,177
"20","350","San Sebastián Tutla",1634.6,1545,1876,11
"20","352","San Simón Zahuatlán",1721.8,1442,1953,52
"20","353","Santa Ana",1865.1,1562,2343,63
"20","354","Santa Ana Ateixtlahuaca",1544.9,901,1933,20
"20","355","Santa Ana Cuauhtémoc",1198.7,452,1889,45
"20","358","Santa Ana Tlapacoyan",1606.7,1451,2170,57
"20","360","Santa Ana Zegache",1509,1475,1732,31
"20","361","Santa Catalina Quierí",2424.3,1407,3203,60
"20","362","Santa Catarina Cuixtla",1895.9,1612,2179,33
"20","363","Santa Catarina Ixtepeji",2326.6,1480,3209,273
"20","369","Santa Catarina Quiané",1592.5,1489,1810,22
"20","370","Santa Catarina Tayata",2168.8,2045,2513,45
"20","381","Santa Cruz Tacache de Mina",1228.9,1066,1510,35
"20","372","Santa Catarina Yosonotú",2463,2122,3048,53
"20","373","Santa Catarina Zapoquila",2293.6,1779,2638,143
"20","374","Santa Cruz Acatepec",1581.1,1276,1901,7
"20","293","San Pablo Etla",2161.1,1579,3198,49
"20","375","Santa Cruz Amilpas",1574,1541,1639,3
"20","376","Santa Cruz de Bravo",1788.8,1582,2100,16
"20","382","Santa Cruz Tacahua",1412.5,965,2263,55
"20","383","Santa Cruz Tayata",2186.7,2086,2327,30
"20","384","Santa Cruz Xitla",1724.8,1471,2336,66
"20","386","Santa Cruz Zenzontepec",951.3,159,2083,585
"20","387","Santa Gertrudis",1488.2,1461,1629,38
"20","179","San Juan Bautista Jayacatlán",1803.7,1087,2881,142
"20","388","Santa Inés del Monte",2069.1,1590,2665,57
"20","390","Santa Lucía del Camino",1557.2,1540,1578,6
"20","408","Santa María del Rosario",2339.6,2216,2442,32
"20","391","Santa Lucía Miahuatlán",1783.5,877,2373,80
"20","418","Santa María Jalapa del Marqués",395,77,1542,889
"20","392","Santa Lucía Monteverde",1813.6,745,2919,191
"20","393","Santa Lucía Ocotlán",1547.3,1517,1585,20
"20","394","Santa María Alotepec",1197,442,2586,116
"20","395","Santa María Apazco",2320.6,1618,2791,89
"20","396","Santa María la Asunción",1415.7,1252,1592,3
"20","397","Heroica Ciudad de Tlaxiaco",2282.1,1886,3242,425
"20","398","Ayoquezco de Aldama",1908.1,1452,2551,118
"20","399","Santa María Atzompa",1626.2,1557,1783,39
"20","400","Santa María Camotlán",2070.2,1685,2706,116
"20","402","Santa María Cortijo",85.6,53,104,97
"20","154","San Ildefonso Amatlán",1886.4,1495,2339,81
"20","155","San Ildefonso Sola",1842.1,1491,2179,45
"20","156","San Ildefonso Villa Alta",1494.1,649,2369,115
"20","403","Santa María Coyotepec",1523.2,1512,1564,12
"20","419","Santa María Jaltianguis",2051,1411,3011,64
"20","405","Villa de Chilapa de Díaz",2045.5,1645,2462,202
"20","409","Santa María del Tule",1667.8,1556,2115,18
"20","264","San Miguel Chicahua",2387.4,2174,2704,74
"20","411","Santa María Guelacé",1580.5,1565,1614,11
"20","106","San Antonio Acutla",2212.9,2134,2353,16
"20","198","San Juan Guichicovi",260.1,36,899,1006
"20","365","Santa Catarina Lachatao",2517.5,1997,3078,124
"20","002","Acatlán de Pérez Figueroa",147.2,36,664,929
"20","006","Asunción Nochixtlán",2165.8,1437,2607,437
"20","008","Asunción Tlacolulita",718.8,292,1597,246
"20","009","Ayotzintepec",453.5,91,978,194
"20","010","El Barrio de la Soledad",274.5,116,726,307
"20","055","Mariscala de Juárez",1302.2,1063,1687,174
"20","412","Santa María Guienagati",683.3,215,1692,478
"20","414","Santa María Huazolotitlán",132,5,511,338
"20","415","Santa María Ipalapa",609.7,225,1277,202
"20","287","San Miguel Tulancingo",2308.6,2093,2553,59
"20","291","San Pablo Coatlán",1525.3,485,2293,230
"20","298","San Pablo Villa de Mitla",1939.6,1313,2572,339
"20","385","Santa Cruz Xoxocotlán",1570.7,1517,1898,56
"20","416","Santa María Ixcatlán",1857.4,859,2649,219
"20","420","Santa María Lachixío",2436.5,2047,2800,59
"20","023","Cuilápam de Guerrero",1632,1534,1874,61
"20","306","San Pedro el Alto",1654.5,1057,2410,89
"20","310","San Pedro Ixtlahuaca",1695.9,1609,1983,31
"20","421","Santa María Mixtequilla",223.3,44,1065,186
"20","309","San Pedro Ixcatlán",209.4,18,1026,126
"20","324","San Pedro Pochutla",268.7,2,1226,538
"20","337","San Pedro y San Pablo Ayutla",1937.9,1008,2780,212
"20","351","San Simón Almolongas",1684.8,1450,2253,62
"20","425","Santa María Pápalo",2294.8,1177,3175,73
"20","426","Santa María Peñoles",2174.8,1622,2789,275
"20","427","Santa María Petapa",271.4,83,1073,199
"20","428","Santa María Quiegolani",1679.1,951,2893,195
"20","432","Santa María Temaxcalapa",916.8,617,1221,12
"20","429","Santa María Sola",1696.7,1437,2320,66
"20","430","Santa María Tataltepec",1749.3,1503,2158,50
"20","431","Santa María Tecomavaca",1262.8,538,2462,440
"20","021","Cosolapa",253.2,87,644,140
"20","175","San Juan Bautista Atatlahuca",1714,835,3077,513
"20","270","San Miguel Huautla",2113.8,1589,2570,78
"20","433","Santa María Temaxcaltepec",985.4,522,1602,37
"20","436","Santa María Texcatitlán",1412.8,882,2550,46
"20","452","Santiago Apóstol",1475.5,1467,1493,22
"20","442","Santa María Yalina",2267.1,1385,2845,58
"20","438","Santa María Tlalixtac",1500.1,876,2372,28
"20","434","Santa María Teopoxco",2016.3,1596,2581,42
"20","444","Santa María Yolotepec",1436.3,935,1942,19
"20","443","Santa María Yavesía",2693.9,1997,3306,108
"20","445","Santa María Yosoyúa",2175.4,1837,2510,41
"20","448","Santa María Zaniza",1347.7,705,2451,195
"20","449","Santa María Zoquitlán",1412.8,962,2327,507
"20","462","Santiago Huajolotitlán",1881.6,1635,2323,137
"20","453","Santiago Astata",117.7,0,615,214
"20","454","Santiago Atitlán",1745.9,746,2602,78
"20","455","Santiago Ayuquililla",1673.5,1392,1978,103
"20","458","Santiago Comaltepec",1434.8,120,3064,246
"20","461","Santiago del Río",1890.7,1593,2212,51
"20","465","Santiago Ixcuintepec",705.7,318,1432,150
"20","466","Santiago Ixtayutla",910.7,268,1643,556
"20","468","Santiago Jocotepec",250,56,863,772
"20","470","Santiago Lachiguiri",816,223,2041,536
"20","471","Santiago Lalopa",1272.6,577,1827,30
"20","472","Santiago Laollaga",330.6,100,1165,317
"20","473","Santiago Laxopa",2356.7,1256,3215,142
"20","474","Santiago Llano Grande",92.3,55,177,135
"20","475","Santiago Matatlán",1889,1563,2780,220
"20","476","Santiago Miltepec",2013.1,1762,2291,61
"20","389","Santa Inés Yatzeche",1473,1473,1473,1
"20","478","Santiago Nacaltepec",1762.6,1001,2388,251
"20","479","Santiago Nejapilla",2508.9,2241,2773,27
